Column1,total_input traffic,total_traffic access,total_traffic metro,total_active antennas,total_loss
0,14.24791672,135.3413338,135.3413338,64,0
0,14.35743556,136.3226226,136.3226226,64,0
0,14.22762312,135.1595032,135.1595032,64,0
0,14.35585548,136.3084651,136.3084651,64,0
0,14.20283604,134.9374109,134.9374109,64,0
0,14.40757112,136.7718372,136.7718372,64,0
0,14.26973009,135.5367816,135.5367816,64,0
0,14.35208888,136.2747164,136.2747164,64,0
0,14.30162341,135.8225457,135.8225457,64,0
0,14.35979268,136.3437424,136.3437424,64,0
0,14.45167938,137.1670472,137.1670472,64,0
0,14.39929512,136.6976843,136.6976843,64,0
0,14.36011449,136.3466258,136.3466258,64,0
0,14.41241713,136.8152575,136.8152575,64,0
0,14.5185419,137.7661354,137.7661354,64,0
0,14.52310324,137.8070051,137.8070051,64,0
0,14.5590227,138.1288434,138.1288434,64,0
0,14.5718245,138.2435475,138.2435475,64,0
0,14.66512656,139.079534,139.079534,64,0
0,14.67086189,139.1309226,139.1309226,64,0
0,14.67225847,139.1434359,139.1434359,64,0
0,14.84953081,140.7317961,140.7317961,64,0
0,14.79558266,140.2484207,140.2484207,64,0
0,14.92966102,141.4497628,141.4497628,64,0
0,14.97402759,141.8472872,141.8472872,64,0
0,15.20453538,143.912637,143.912637,64,0
0,15.09475035,142.9289631,142.9289631,64,0
0,15.13569547,143.2958314,143.2958314,64,0
0,15.28470272,144.6309364,144.6309364,64,0
0,15.27207012,144.5177482,144.5177482,64,0
0,15.4887506,146.4592054,146.4592054,64,0
0,15.58100099,147.2857689,147.2857689,64,0
0,15.64619068,147.8698685,147.8698685,64,0
0,15.78696857,149.1312384,149.1312384,64,0
0,15.76551658,148.9390286,148.9390286,64,0
0,16.00029826,151.0426724,151.0426724,64,0
