time,val
1,0.5
2,0.42
3,0.53
4,0.51
5,0.53
6,0.54
7,0.46
8,0.54
9,0.45
10,0.43
11,0.47
12,0.52
13,0.53
14,0.54
15,0.55
16,0.48
17,0.49
18,0.48
19,0.51
20,0.47
21,0.53
22,0.48
23,0.48
24,0.52
25,0.5
